timestamp,Date,Southern,Northern,Southern_7,Northern_7,Southern_low,Southern_high,Northern_low,Northern_high,Southern_variant,Northern_variant
1647302400.0,3/15/2022,154,115,146,120,49,71,36,53,,
1647388800.0,3/16/2022,124,182,140,127,39,57,57,84,,
1647475200.0,3/17/2022,107,165,143,130,34,49,52,76,,
1647561600.0,3/18/2022,162,162,137,132,51,75,51,75,,
1647648000.0,3/19/2022,164,138,141,137,52,76,44,64,,
1647734400.0,3/20/2022,160,96,144,136,51,74,30,44,,
1647820800.0,3/21/2022,115,133,139,139,36,53,42,62,,
1647907200.0,3/22/2022,102,161,131,146,32,47,51,75,,
1647993600.0,3/23/2022,135,249,133,152,43,62,79,115,,
1648080000.0,3/24/2022,149,231,139,160,47,69,73,107,,
1648166400.0,3/25/2022,244,283,147,173,77,113,89,131,,
1648252800.0,3/26/2022,168,236,148,187,53,78,75,109,,
1648339200.0,3/27/2022,177,212,150,209,56,82,67,98,,
1648425600.0,3/28/2022,200,230,162,226,63,92,73,106,,
1648512000.0,3/29/2022,248,188,184,231,78,114,59,87,,
1648598400.0,3/30/2022,206,371,196,244,65,95,117,171,,
1648684800.0,3/31/2022,205,345,205,259,65,95,109,159,,
1648771200.0,4/1/2022,478,316,226,263,151,221,100,146,,
1648857600.0,4/2/2022,548,370,267,280,173,253,117,171,,
1648944000.0,4/3/2022,308,358,289,302,97,143,113,165,,
1649030400.0,4/4/2022,275,291,303,313,87,127,92,134,,
1649116800.0,4/5/2022,308,431,312,352,97,142,136,199,,
1649203200.0,4/6/2022,632,589,367,376,200,292,186,272,,
1649289600.0,4/7/2022,352,385,396,382,111,162,122,178,,
1649376000.0,4/8/2022,652,411,414,397,206,301,130,190,,
1649462400.0,4/9/2022,473,483,405,412,150,219,153,223,,
1649548800.0,4/10/2022,485,397,432,418,153,224,125,183,,
1649635200.0,4/11/2022,576,565,480,460,182,266,179,261,,
1649721600.0,4/12/2022,552,630,522,486,174,255,199,291,,
1649808000.0,4/13/2022,554,647,512,492,175,256,204,299,,
1649894400.0,4/14/2022,480,851,536,551,152,222,269,393,,
1649980800.0,4/15/2022,725,752,544,601,229,335,238,348,,
1650067200.0,4/16/2022,1238,640,624,625,391,572,202,296,,
1650153600.0,4/17/2022,708,654,659,672,224,327,207,302,,
1650240000.0,4/18/2022,624,572,666,673,197,288,181,264,,
1650326400.0,4/19/2022,603,641,675,675,191,279,203,296,,
1650412800.0,4/20/2022,378,456,639,642,120,175,144,211,,
1650499200.0,4/21/2022,523,571,647,606,165,242,180,264,,
1650585600.0,4/22/2022,530,624,619,590,168,245,197,288,,
1650672000.0,4/23/2022,426,524,531,574,134,197,166,242,,
1650758400.0,4/24/2022,1021,471,560,547,323,472,149,217,,
1650844800.0,4/25/2022,641,471,562,532,203,296,149,218,,
1650931200.0,4/26/2022,546,426,554,502,173,252,135,197,,
1651017600.0,4/27/2022,487,623,574,525,154,225,197,288,,
1651104000.0,4/28/2022,513,505,573,516,162,237,159,233,,
1651190400.0,4/29/2022,696,833,595,537,220,321,263,385,,
1651276800.0,4/30/2022,674,697,636,560,213,311,220,322,,
1651363200.0,5/1/2022,544,493,581,564,172,251,156,228,,
1651449600.0,5/2/2022,865,662,606,592,273,399,209,306,,
1651536000.0,5/3/2022,576,561,611,615,182,266,177,259,,
1651622400.0,5/4/2022,592,751,628,632,187,274,237,347,,
1651708800.0,5/5/2022,756,953,664,692,239,349,301,440,,
1651795200.0,5/6/2022,881,789,687,687,278,407,249,364,,
1651881600.0,5/7/2022,849,797,710,700,268,392,252,368,,
1651968000.0,5/8/2022,829,952,754,769,262,383,301,440,,
1652054400.0,5/9/2022,1435,853,810,797,454,663,270,394,,
1652140800.0,5/10/2022,863,922,858,856,273,399,291,426,,
1652227200.0,5/11/2022,835,995,902,891,264,386,314,460,,
1652313600.0,5/12/2022,2072,1670,1041,965,655,957,528,771,,
1652400000.0,5/13/2022,1404,1285,1113,1035,444,649,406,594,,
1652486400.0,5/14/2022,1508,1356,1209,1117,477,697,428,626,,
1652572800.0,5/15/2022,1302,982,1289,1122,411,601,310,454,,
1652659200.0,5/16/2022,1493,1143,1296,1170,472,690,361,528,,
1652745600.0,5/17/2022,1046,1669,1332,1273,331,483,528,771,,
1652832000.0,5/18/2022,745,696,1311,1210,235,344,220,322,,
1652918400.0,5/19/2022,809,784,1146,1086,256,374,248,362,,
1653004800.0,5/20/2022,818,1243,1061,1081,258,378,393,574,,
1653091200.0,5/21/2022,766,906,963,1020,242,354,286,419,,
1653177600.0,5/22/2022,1174,1151,949,1044,371,542,364,532,,
1653264000.0,5/23/2022,1249,1077,925,1035,395,577,340,498,,
1653350400.0,5/24/2022,690,743,871,922,218,319,235,343,,
1653436800.0,5/25/2022,632,561,851,894,200,292,177,259,,
1653523200.0,5/26/2022,808,1368,851,968,255,374,432,632,,
1653609600.0,5/27/2022,1138,1043,892,944,360,526,330,482,,
1653696000.0,5/28/2022,453,1031,828,962,143,209,326,476,,
1653782400.0,5/29/2022,705,1246,770,972,223,326,394,576,,
1653868800.0,5/30/2022,888,919,733,951,281,410,290,424,,
1653955200.0,5/31/2022,670,1375,730,1038,212,310,434,635,,
1654041600.0,6/1/2022,577,791,720,1090,182,266,250,365,,
1654128000.0,6/2/2022,976,696,740,990,308,451,220,322,,
1654214400.0,6/3/2022,801,951,704,977,253,370,301,439,,
1654300800.0,6/4/2022,620,532,736,889,196,286,168,246,,
1654387200.0,6/5/2022,683,366,733,746,216,315,116,169,,
1654473600.0,6/6/2022,848,435,728,671,268,392,138,201,,
1654560000.0,6/7/2022,762,571,742,592,241,352,180,264,,
1654646400.0,6/8/2022,369,636,696,574,117,171,201,294,,
1654732800.0,6/9/2022,714,549,665,554,226,330,174,254,,
1654819200.0,6/10/2022,815,619,667,521,258,377,196,286,,
1654905600.0,6/11/2022,651,785,672,551,206,301,248,362,,
1654992000.0,6/12/2022,932,932,702,630,295,431,295,431,,
1655078400.0,6/13/2022,691,245,682,580,218,319,77,113,,
1655164800.0,6/14/2022,499,461,642,563,158,231,146,213,,
1655251200.0,6/15/2022,1044,1392,745,629,330,482,440,643,,
1655337600.0,6/16/2022,635,1468,732,724,201,293,464,678,,
1655424000.0,6/17/2022,405,584,663,718,128,187,184,270,,
1655510400.0,6/18/2022,363,433,610,660,115,168,137,200,,
1655596800.0,6/19/2022,1335,509,642,605,422,617,161,235,,
1655683200.0,6/20/2022,560,532,623,676,177,259,168,246,,
1655769600.0,6/21/2022,457,568,615,696,144,211,179,262,,
1655856000.0,6/22/2022,526,611,558,619,166,243,193,282,,
1655942400.0,6/23/2022,564,789,548,567,178,261,249,365,,
1656028800.0,6/24/2022,478,648,561,575,151,221,205,299,,
1656115200.0,6/25/2022,510,738,589,621,161,236,233,341,,
1656201600.0,6/26/2022,826,688,550,648,261,381,217,318,,
1656288000.0,6/27/2022,851,536,584,649,269,393,169,248,,
1656374400.0,6/28/2022,724,562,624,648,229,334,178,260,,
1656460800.0,6/29/2022,430,606,606,647,136,199,192,280,,
1656547200.0,6/30/2022,529,607,600,623,167,244,192,280,,
1656633600.0,7/1/2022,909,428,658,587,287,420,135,198,,
1656720000.0,7/2/2022,736,800,694,594,232,340,253,370,,
1656806400.0,7/3/2022,1281,741,739,600,405,592,234,343,,
1656892800.0,7/4/2022,850,751,738,630,269,393,237,347,,
1656979200.0,7/5/2022,573,813,714,664,181,265,257,376,,
1657065600.0,7/6/2022,540,800,738,691,171,249,253,370,,
1657152000.0,7/7/2022,400,871,709,728,126,185,275,403,,
1657238400.0,7/8/2022,666,861,678,804,210,307,272,398,,
1657324800.0,7/9/2022,715,793,675,803,226,330,251,366,,
1657411200.0,7/10/2022,723,579,622,775,228,334,183,268,,
1657497600.0,7/11/2022,627,676,596,764,198,290,214,312,,
1657584000.0,7/12/2022,717,808,615,763,227,331,255,374,,
1657670400.0,7/13/2022,959,822,668,766,303,443,260,380,,
1657756800.0,7/14/2022,693,742,723,749,219,320,235,343,,
1657843200.0,7/15/2022,707,592,729,710,224,327,187,273,,
1657929600.0,7/16/2022,513,592,695,681,162,237,187,273,,
1658016000.0,7/17/2022,645,683,684,697,204,298,216,315,,
1658102400.0,7/18/2022,511,509,664,669,162,236,161,235,,
1658188800.0,7/19/2022,791,533,674,631,250,365,169,246,,
1658275200.0,7/20/2022,576,482,626,584,182,266,152,223,,
1658361600.0,7/21/2022,885,586,649,565,280,409,185,271,,
1658448000.0,7/22/2022,655,695,641,578,207,303,220,321,,
1658534400.0,7/23/2022,579,479,653,561,183,267,151,221,,
1658620800.0,7/24/2022,590,530,644,541,187,273,168,245,,
1658707200.0,7/25/2022,667,554,669,548,211,308,175,256,,
1658793600.0,7/26/2022,485,576,624,554,153,224,182,266,,
1658880000.0,7/27/2022,513,648,614,577,162,237,205,299,,
1658966400.0,7/28/2022,560,605,575,580,177,259,191,279,,
1659052800.0,7/29/2022,667,571,577,564,211,308,180,264,,
1659139200.0,7/30/2022,442,492,555,566,140,204,155,227,,
1659225600.0,7/31/2022,783,486,578,559,247,362,153,224,,
1659312000.0,8/1/2022,771,453,590,543,244,356,143,209,,
1659398400.0,8/2/2022,623,580,611,544,197,288,183,268,,
1659484800.0,8/3/2022,564,481,620,521,178,261,152,222,,
1659571200.0,8/4/2022,669,599,635,520,211,309,189,277,,
1659657600.0,8/5/2022,461,349,603,485,146,213,110,161,,
1659744000.0,8/6/2022,544,449,621,479,172,251,142,208,,
1659830400.0,8/7/2022,544,424,589,470,172,251,134,196,,
1659916800.0,8/8/2022,525,403,558,462,166,242,127,186,,
1660003200.0,8/9/2022,425,492,528,451,134,197,156,227,,
1660089600.0,8/10/2022,603,428,533,444,191,279,135,198,,
1660176000.0,8/11/2022,633,664,529,450,200,293,210,307,,
1660262400.0,8/12/2022,425,504,523,475,134,196,159,233,,
1660348800.0,8/13/2022,382,648,497,500,121,177,205,299,,
1660435200.0,8/14/2022,375,575,472,522,118,173,182,265,,
1660521600.0,8/15/2022,350,393,445,520,111,162,124,181,,
1660608000.0,8/16/2022,435,417,447,508,137,201,132,193,,
1660694400.0,8/17/2022,456,648,429,539,144,211,205,299,,
1660780800.0,8/18/2022,424,762,405,550,134,196,241,352,,
1660867200.0,8/19/2022,645,397,430,531,204,298,125,183,,
1660953600.0,8/20/2022,740,266,473,468,234,342,84,123,,
1661040000.0,8/21/2022,576,546,502,465,182,266,173,252,,
1661126400.0,8/22/2022,599,499,543,481,189,277,158,231,,
1661212800.0,8/23/2022,420,392,540,477,133,194,124,181,,
1661299200.0,8/24/2022,355,407,521,446,112,164,129,188,,
1661385600.0,8/25/2022,383,461,514,415,121,177,146,213,,
1661472000.0,8/26/2022,564,340,504,406,178,261,107,157,,
1661558400.0,8/27/2022,993,339,525,420,314,459,107,157,,
1661644800.0,8/28/2022,385,356,496,395,122,178,113,165,,
1661731200.0,8/29/2022,380,460,465,391,120,175,146,213,,
1661817600.0,8/30/2022,635,503,493,405,201,294,159,232,,
1661904000.0,8/31/2022,894,758,563,443,283,413,240,350,,
1661990400.0,9/1/2022,391,533,564,452,124,181,168,246,,
1662076800.0,9/2/2022,560,728,564,504,177,259,230,336,,
1662163200.0,9/3/2022,667,736,533,563,211,308,233,340,,
1662249600.0,9/4/2022,651,557,574,600,206,301,176,257,,
1662336000.0,9/5/2022,619,572,616,619,196,286,181,264,,
1662422400.0,9/6/2022,760,473,632,613,240,351,150,219,,
1662508800.0,9/7/2022,496,735,581,611,157,229,232,340,,
1662595200.0,9/8/2022,705,826,632,650,223,326,261,382,,
1662681600.0,9/9/2022,724,701,655,647,229,335,222,324,,
1662768000.0,9/10/2022,752,485,666,609,238,347,153,224,,
1662854400.0,9/11/2022,612,684,661,627,194,283,216,316,,
1662940800.0,9/12/2022,805,489,686,613,254,372,154,226,,
1663027200.0,9/13/2022,476,573,641,630,150,220,181,265,,
1663113600.0,9/14/2022,1110,851,720,644,351,513,269,393,,
1663200000.0,9/15/2022,647,595,711,614,205,299,188,275,,
1663286400.0,9/16/2022,427,375,659,562,135,197,119,173,,
1663372800.0,9/17/2022,706,495,653,563,223,326,156,229,,
1663459200.0,9/18/2022,539,450,641,530,170,249,142,208,,
1663545600.0,9/19/2022,779,384,638,513,246,360,121,178,,
1663632000.0,9/20/2022,673,537,671,508,213,311,170,248,,
1663718400.0,9/21/2022,770,731,637,497,243,356,231,338,,
1663804800.0,9/22/2022,1044,714,682,510,330,482,226,330,,
1663891200.0,9/23/2022,1204,988,791,586,380,556,312,456,,
1663977600.0,9/24/2022,916,1357,821,677,290,423,429,627,,
1664064000.0,9/25/2022,1293,875,930,744,408,597,276,404,,
1664150400.0,9/26/2022,1231,608,993,794,389,569,192,281,,
1664236800.0,9/27/2022,1421,828,1104,845,449,657,262,383,,
1664323200.0,9/28/2022,1094,1272,1161,915,346,505,402,588,,
1664409600.0,9/29/2022,889,825,1135,934,281,411,261,381,,
1664496000.0,9/30/2022,1016,700,1108,889,321,469,221,323,,
1664582400.0,10/1/2022,1471,714,1185,811,465,679,226,330,,
1664668800.0,10/2/2022,897,959,1125,822,283,414,303,443,,
1664755200.0,10/3/2022,716,751,1041,847,226,331,237,347,,
1664841600.0,10/4/2022,887,862,973,852,280,410,272,398,,
1664928000.0,10/5/2022,865,979,941,821,273,400,309,452,,
1665014400.0,10/6/2022,836,536,933,772,264,386,169,248,,
1665100800.0,10/7/2022,1130,544,947,744,357,522,172,251,,
1665187200.0,10/8/2022,1635,925,962,772,517,755,292,427,,
1665273600.0,10/9/2022,1341,1002,1019,777,424,619,317,463,,
1665360000.0,10/10/2022,985,1104,1066,821,311,455,349,510,,
1665446400.0,10/11/2022,1139,543,1105,769,360,526,172,251,,
1665532800.0,10/12/2022,653,369,1061,669,206,302,117,170,,
1665619200.0,10/13/2022,1029,563,1094,673,325,476,178,260,,
1665705600.0,10/14/2022,816,781,1044,709,258,377,247,361,,
1665792000.0,10/15/2022,924,1153,962,732,292,427,364,532,,
1665878400.0,10/16/2022,1503,928,978,724,475,694,293,429,,
1665964800.0,10/17/2022,1247,928,1011,706,394,576,293,429,,
1666051200.0,10/18/2022,1034,972,997,767,327,477,307,449,,
1666137600.0,10/19/2022,731,1071,1014,894,231,338,338,495,,
1666224000.0,10/20/2022,858,493,987,877,271,396,156,228,,
1666310400.0,10/21/2022,509,289,923,761,161,235,91,133,,
1666396800.0,10/22/2022,442,287,831,624,140,204,91,133,,
1666483200.0,10/23/2022,886,298,771,530,280,409,94,138,,
1666569600.0,10/24/2022,693,224,708,433,219,320,71,103,,
1666656000.0,10/25/2022,555,423,648,384,175,256,134,195,,
1666742400.0,10/26/2022,523,450,618,340,165,242,142,208,,
1666828800.0,10/27/2022,648,494,594,340,205,300,156,228,,
1666915200.0,10/28/2022,748,325,627,345,236,346,103,150,,
1667001600.0,10/29/2022,555,476,648,371,175,256,150,220,,
1667088000.0,10/30/2022,640,287,619,369,202,296,91,133,,
1667174400.0,10/31/2022,638,343,611,393,202,295,108,159,,
1667260800.0,11/1/2022,842,307,649,375,266,389,97,142,,
1667347200.0,11/2/2022,497,370,644,365,157,230,117,171,,
1667433600.0,11/3/2022,574,421,633,356,181,265,133,194,,
1667520000.0,11/4/2022,571,436,609,372,180,264,138,202,,
1667606400.0,11/5/2022,757,293,637,347,239,350,93,135,,
1667692800.0,11/6/2022,673,360,641,358,213,311,114,166,,
1667779200.0,11/7/2022,496,540,619,382,157,229,171,250,,
1667865600.0,11/8/2022,377,374,551,393,119,174,118,173,,
1667952000.0,11/9/2022,462,525,546,413,146,213,166,242,,
1668038400.0,11/10/2022,352,331,509,399,111,163,105,153,,
1668124800.0,11/11/2022,674,380,521,391,213,312,120,175,,
1668211200.0,11/12/2022,555,460,499,417,175,256,145,212,,
1668297600.0,11/13/2022,821,500,513,438,259,379,158,231,,
1668384000.0,11/14/2022,505,293,514,401,160,233,93,136,,
1668470400.0,11/15/2022,700,397,562,404,221,323,125,183,,
1668556800.0,11/16/2022,557,447,577,395,176,257,141,206,,
1668643200.0,11/17/2022,397,414,587,408,126,184,131,191,,
1668729600.0,11/18/2022,724,394,593,410,229,334,125,182,,
1668816000.0,11/19/2022,550,583,592,424,174,254,184,269,,
1668902400.0,11/20/2022,651,504,573,425,206,301,159,233,,
1668988800.0,11/21/2022,771,304,609,427,244,356,96,140,,
1669075200.0,11/22/2022,716,435,611,433,226,331,137,201,,
1669161600.0,11/23/2022,776,524,640,443,245,358,166,242,,
1669248000.0,11/24/2022,914,763,721,483,289,422,241,352,,
1669334400.0,11/25/2022,695,727,717,527,220,321,230,336,,
1669420800.0,11/26/2022,899,1156,769,581,284,415,365,534,,
1669507200.0,11/27/2022,1152,682,834,607,364,532,216,315,,
1669593600.0,11/28/2022,1221,747,891,690,386,564,236,345,,
1669680000.0,11/29/2022,1015,1292,937,806,321,469,408,597,,
1669766400.0,11/30/2022,1504,1075,1029,893,475,695,340,497,,
1669852800.0,12/1/2022,1017,879,1045,912,321,470,278,406,,
1669939200.0,12/2/2022,694,861,1045,934,219,321,272,398,,
1670025600.0,12/3/2022,1057,834,1070,891,334,488,264,386,,
1670112000.0,12/4/2022,987,906,1046,928,312,456,286,419,,
1670198400.0,12/5/2022,1028,685,1021,917,325,475,217,317,,
1670284800.0,12/6/2022,1015,1327,1021,920,321,469,419,613,,
1670371200.0,12/7/2022,1131,1094,980,923,357,522,346,505,,
1670457600.0,12/8/2022,1187,1531,1002,999,375,549,484,707,,
1670544000.0,12/9/2022,1084,1370,1068,1067,343,501,433,633,,
1670630400.0,12/10/2022,1791,1576,1152,1169,566,828,498,728,,
1670716800.0,12/11/2022,1843,792,1259,1147,583,852,250,366,,
1670803200.0,12/12/2022,1652,834,1347,1179,522,763,263,385,,
1670889600.0,12/13/2022,1170,1108,1375,1149,370,541,350,512,,
1670976000.0,12/14/2022,1032,1033,1357,1140,326,477,326,477,,
1671062400.0,12/15/2022,1055,1123,1335,1090,333,487,355,519,,
1671148800.0,12/16/2022,1307,1012,1371,1044,413,604,320,467,,
1671235200.0,12/17/2022,1663,789,1356,946,525,768,249,364,,
1671321600.0,12/18/2022,1480,1701,1314,1055,468,684,538,786,,
1671408000.0,12/19/2022,1698,1476,1319,1145,536,784,466,682,,
1671494400.0,12/20/2022,1241,1359,1331,1179,392,574,430,628,,
1671580800.0,12/21/2022,1793,1593,1440,1254,567,828,503,736,,
1671667200.0,12/22/2022,2430,1891,1622,1351,768,1123,597,873,,
1671753600.0,12/23/2022,1332,2551,1626,1542,421,615,806,1178,,
1671840000.0,12/24/2022,1036,1386,1520,1671,327,479,438,640,,
1671926400.0,12/25/2022,2124,1597,1601,1656,671,981,505,738,,
1672012800.0,12/26/2022,1526,2377,1576,1772,482,705,751,1098,,
1672099200.0,12/27/2022,2898,2423,1779,1925,916,1339,766,1120,,
1672185600.0,12/28/2022,1524,1630,1739,1931,482,704,515,753,,
1672272000.0,12/29/2022,1765,2003,1661,1947,558,815,633,925,,
1672358400.0,12/30/2022,1537,1833,1695,1857,486,710,579,847,,
1672444800.0,12/31/2022,1591,2330,1803,2000,503,735,736,1076,,
1672531200.0,1/1/2023,1976,1727,1784,2023,624,913,546,798,,
1672617600.0,1/2/2023,1817,1499,1829,1894,574,839,474,692,,
1672704000.0,1/3/2023,1807,1477,1710,1765,571,835,467,682,,
1672790400.0,1/4/2023,4244,1214,1979,1692,1341,1961,384,561,,
1672876800.0,1/5/2023,1963,1567,2009,1633,620,907,495,724,,
1672963200.0,1/6/2023,1260,947,1953,1487,398,582,299,438,,
1673049600.0,1/7/2023,1308,1040,1899,1325,413,604,329,480,,
1673136000.0,1/8/2023,981,904,1718,1208,310,453,286,417,,
1673222400.0,1/9/2023,1079,640,1595,1070,341,498,202,296,,
1673308800.0,1/10/2023,1180,836,1501,986,373,545,264,386,,
1673395200.0,1/11/2023,1416,1240,1283,989,447,654,392,573,,
1673481600.0,1/12/2023,1200,1241,1196,957,379,554,392,573,,
1673568000.0,1/13/2023,1273,699,1197,916,402,588,221,323,,
1673654400.0,1/14/2023,589,1154,1068,930,186,272,365,533,,
1673740800.0,1/15/2023,498,2229,970,1058,157,230,704,1030,,
1673827200.0,1/16/2023,1302,1370,996,1179,412,602,433,633,,
1673913600.0,1/17/2023,835,1363,948,1264,264,386,431,630,,
1674000000.0,1/18/2023,891,1009,887,1228,281,412,319,466,,
1674086400.0,1/19/2023,1240,1505,892,1262,392,573,476,695,,
1674172800.0,1/20/2023,867,763,844,1278,274,400,241,352,,
1674259200.0,1/21/2023,1045,939,916,1241,330,483,297,434,,
1674345600.0,1/22/2023,675,787,957,1069,213,312,249,363,,
1674432000.0,1/23/2023,1072,965,931,1017,339,495,305,446,,
1674518400.0,1/24/2023,694,465,906,872,219,321,147,215,,
1674604800.0,1/25/2023,846,871,900,854,267,391,275,402,,
1674691200.0,1/26/2023,794,448,844,718,251,367,142,207,,
1674777600.0,1/27/2023,532,773,787,720,168,246,244,357,,
1674864000.0,1/28/2023,690,685,742,688,218,319,217,317,,
1674950400.0,1/29/2023,1181,767,804,685,373,546,242,354,,
1675036800.0,1/30/2023,727,689,761,653,230,336,218,318,,
1675123200.0,1/31/2023,921,1169,792,745,291,426,369,540,,
1675209600.0,2/1/2023,834,706,790,723,264,386,223,326,,
1675296000.0,2/2/2023,649,906,768,800,205,300,286,419,,
1675382400.0,2/3/2023,1095,907,851,818,346,506,287,419,,
1675468800.0,2/4/2023,849,568,877,796,268,392,180,262,,
1675555200.0,2/5/2023,1351,913,894,817,427,624,288,422,,
1675641600.0,2/6/2023,1160,941,955,854,367,536,297,435,,
1675728000.0,2/7/2023,798,539,936,765,252,369,170,249,,
1675814400.0,2/8/2023,1201,577,986,743,380,555,182,267,,
1675900800.0,2/9/2023,606,461,977,674,191,280,146,213,,
1675987200.0,2/10/2023,399,1110,845,694,126,184,351,513,,
1676073600.0,2/11/2023,886,498,851,681,280,409,157,230,,
1676160000.0,2/12/2023,587,366,755,598,185,271,116,169,,
1676246400.0,2/13/2023,994,579,738,558,314,459,183,268,,
1676332800.0,2/14/2023,685,547,723,559,217,317,173,253,,
1676419200.0,2/15/2023,460,588,630,561,145,212,186,272,,
1676505600.0,2/16/2023,618,647,632,588,195,285,204,299,,
1676592000.0,2/17/2023,508,592,654,538,161,235,187,273,,
1676678400.0,2/18/2023,582,353,616,512,184,269,112,163,,
1676764800.0,2/19/2023,456,391,594,517,144,211,124,181,,
1676851200.0,2/20/2023,474,334,534,478,150,219,106,154,,
1676937600.0,2/21/2023,409,312,497,441,129,189,98,144,,
1677024000.0,2/22/2023,494,573,502,439,156,228,181,265,,
1677110400.0,2/23/2023,992,472,537,420,313,458,149,218,,
1677196800.0,2/24/2023,450,371,528,393,142,208,117,171,,
1677283200.0,2/25/2023,441,266,507,377,139,204,84,123,,
1677369600.0,2/26/2023,561,599,522,401,177,259,189,277,,
1677456000.0,2/27/2023,598,513,540,426,189,276,162,237,,
1677542400.0,2/28/2023,425,384,543,439,134,197,121,178,,
1677628800.0,3/1/2023,511,321,545,404,161,236,102,148,,
1677715200.0,3/2/2023,318,394,463,394,100,147,124,182,,
1677801600.0,3/3/2023,744,580,498,420,235,344,183,268,,
1677888000.0,3/4/2023,653,493,527,459,206,302,156,228,,
1677974400.0,3/5/2023,514,437,520,438,162,237,138,202,,
1678060800.0,3/6/2023,490,399,506,423,155,226,126,184,,
1678147200.0,3/7/2023,241,341,466,416,76,111,108,158,,
1678233600.0,3/8/2023,232,194,417,387,73,107,61,90,,
1678320000.0,3/9/2023,309,330,415,377,97,143,104,152,,
1678406400.0,3/10/2023,284,340,361,350,90,131,107,157,,
